SRR4425681,SRR4425689,SRR4425715,SRR4425701,SRR4425700,SRR4425686,SRR4425680,SRR4425695,SRR4425678,SRR4425687,SRR4425719,SRR4425688,SRR4425667,SRR4425699,SRR4425705,SRR4425716,SRR4425713,SRR4425708,SRR4425707,SRR4425694,SRR4425690,SRR4425659,SRR4425683,SRR4425685,SRR4425668,SRR4425693,SRR4425704,SRR4425670,SRR4425662,SRR4425712,SRR4425676,SRR4425706,SRR4425677,SRR4425702,SRR4425656,SRR4425660,SRR4425718,SRR4425709,SRR4425703,SRR4425672,SRR4425673,SRR4425697,SRR4425710,SRR4425684,SRR4425666,SRR4425714,SRR4425711,SRR4425717,SRR4425671,SRR4425679,SRR4425661,SRR4425698,SRR4425669,SRR4425692,SRR4425664,SRR4425657,SRR4425675,SRR4425691,SRR4425696,SRR4425658,SRR4425682,SRR4425663,SRR4425665,SRR4425674
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,117.0,0,257512.0,46796.0,36729.0,543.0,96.0,73.0,193.0,0,17637.0,0,386.0,24972.0,8517.0,0,31151.0,0,96.0,0,0,178663.0,168.0,89.0,223.0,793.0,49658.0,200.0,164023.0,10888.0,76.0,34353.0,77.0,42498.0,0,102791.0,15495.0,103.0,24686.0,0,137.0,62795.0,131775.0,241.0,2368.0,103656.0,154822.0,0,0,227.0,167407.0,70661.0,193.0,0,2981.0,30519.0,93.0,0,111.0,130580.0,153.0,1545.0,1191.0,67.0
MEG_2583|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2931|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,0,0,0,0,0,0,0,0,307.0,0,0,0,77.0,0,470.0,0,0,0,0,0,0,0,0,0,121.0,0,0,294.0,0,35.0,0,0,0,0,203.0,0,0,0,0,0,0,0,735.0,0,0,0,0,0,0,0,0,0,953.0,0,0,0,0,830.0,0,543.0,265.0,0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3936|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15913.0,9393.0,0
MEG_4195|Metals|Nickel_resistance|Nickel_resistance_protein|NIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0,0,0,0,0,0,0,0,0,0
MEG_6584|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,5120.0,2779.0,104.0,0,0,0,0,0,146.0,0,4290.0,306.0,819.0,0,53.0,0,0,0,0,397.0,0,0,1123.0,0,1235.0,283.0,1987.0,326.0,0,128.0,0,19450.0,0,348.0,52.0,0,10701.0,0,0,289.0,5145.0,0,23108.0,22924.0,17204.0,0,0,0,828.0,1078.0,1176.0,0,28853.0,581.0,0,0,0,0,0,16112.0,8347.0,0
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,16263.0,5925.0,0,91.0,223.0,0,52.0,0,0,0,94.0,0,0,0,0,0,0,0,0,0,54.0,108.0,0,0,4665.0,119.0,0,0,0,0,71.0,20987.0,0,0,0,0,28222.0,0,0,0,13784.0,74.0,0,29046.0,23865.0,0,0,63.0,0,0,18.0,0,80.0,0,0,0,0,0,0,137.0,0,0
MEG_2041|Metals|Copper_resistance|Copper_resistance_protein|COPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295.0,0,0,0,0,0,0,0,0,0,1408.0,0,0,0,0,0,0,1051.0,699.0,0
MEG_4867|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0,0,0,0,0,0,14.0,0,288.0,0,0,0,0,0,0,147.0,125.0,0
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,97.0,0,143847.0,38721.0,15576.0,522.0,70.0,64.0,213.0,0,7489.0,0,151.0,11647.0,4119.0,0,12956.0,0,68.0,0,18.0,78422.0,173.0,87.0,119.0,547.0,31476.0,69.0,74684.0,4620.0,37.0,14709.0,51.0,24230.0,0,48497.0,7305.0,72.0,13807.0,0,97.0,33393.0,73225.0,172.0,2607.0,46770.0,77630.0,0,0,237.0,74480.0,34659.0,128.0,0,3479.0,13818.0,53.0,0,81.0,56110.0,103.0,1873.0,1318.0,34.0
MEG_5407|Drugs|betalactams|Penicillin_binding_protein|PBP2X|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.0,0,0,0,0,0,0,0,0,0,624.0,0,0,0,0,0,0,421.0,479.0,0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,0,0,0,0,0,0,0,10.0,0,273.0,762.0,0,0,0,0,0,138.0,81.0,0
MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,469.0,390.0,347.0,0,0,0,0,0,58.0,0,0,54.0,0,0,282.0,0,0,0,0,635.0,0,0,0,0,83.0,0,881.0,0,0,390.0,0,86.0,0,345.0,0,0,180.0,0,0,113.0,1012.0,0,54.0,516.0,231.0,0,0,0,603.0,299.0,0,0,62.0,159.0,0,0,0,0,0,40.0,16.0,0
MEG_7414|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0,0,0,0,0,0,283.0,184.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193.0,0,11053.0,1622.0,0,0,0,0,0,0,0,0,14513.0,0,0,0,0,0,0,8284.0,5419.0,0
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,779.0,0,19769.0,331.0,879.0,243.0,0,0,213.0,857.0,42395.0,0,3393.0,0,1125.0,1428.0,59586.0,0,781.0,1588.0,650.0,33516.0,450.0,271.0,2497.0,0,0,1864.0,46795.0,87672.0,795.0,464.0,0,0,1475.0,30389.0,56710.0,0,0,1491.0,879.0,2472.0,17682.0,0,362702.0,27893.0,5032.0,1580.0,1768.0,0,32079.0,0,5282.0,1794.0,503010.0,865.0,891.0,929.0,995.0,554.0,949.0,300972.0,129984.0,0
MEG_3605|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2058|Metals|Copper_resistance|Copper_resistance_protein|COPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,176.0,0,0
MEG_444|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0
MEG_7120|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,52.0,0,61569.0,3961.0,271.0,304.0,0,0,184.0,0,4079.0,0,0,483.0,0,0,13158.0,0,0,0,0,57197.0,78.0,86.0,0,0,3342.0,0,24395.0,8538.0,0,0,0,1900.0,0,17943.0,11297.0,0,639.0,0,0,2279.0,40768.0,43.0,3878.0,56884.0,30289.0,0,0,210.0,16491.0,787.0,0,0,4282.0,0,0,0,58.0,0,181.0,2651.0,1206.0,0
MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.0,0,0,0,515.0,0,129.0,0,0,476.0,0,0,399.0,0,0,0,0,0,0,510.0,0,0,0,0,418.0,0,0,253.0,0,96269.0,0,0,459.0,438.0,0,0,0,721.0,671.0,123446.0,0,0,316.0,0,0,0,76026.0,34202.0,0
MEG_6717|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,253.0,206.0,191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.0,0,0,0,0,38.0,0,471.0,0,0,175.0,0,0,0,161.0,0,0,116.0,0,0,0,478.0,0,0,314.0,0,0,0,0,324.0,167.0,0,0,0,76.0,0,0,0,0,0,0,0,0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,8834.0,1957.0,318.0,27.0,0,6.0,18.0,0,489.0,0,0,414.0,131.0,0,617.0,0,0,0,0,3965.0,0,0,0,36.0,1417.0,13.0,3825.0,234.0,0,380.0,0,1314.0,0,2311.0,449.0,0,503.0,0,0,1659.0,4588.0,18.0,50.0,3176.0,5460.0,0,0,13.0,4083.0,1339.0,0,0,79.0,525.0,0,0,0,2062.0,13.0,34.0,31.0,0
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,6656.0,361.0,821663.0,124167.0,95512.0,3900.0,552.0,2134.0,2374.0,1238.0,265614.0,301.0,5528.0,126972.0,39705.0,29.0,1095664.0,1004.0,1142.0,32.0,1019.0,1918610.0,2299.0,570.0,1411.0,1165.0,59625.0,1501.0,1704420.0,699997.0,10768.0,10587.0,1482.0,268165.0,57.0,1319576.0,768775.0,1389.0,31393.0,40.0,9212.0,751658.0,951609.0,1034.0,104188.0,424255.0,524171.0,49.0,27.0,1665.0,1042660.0,199947.0,2004.0,38.0,123126.0,10414.0,6590.0,0,6792.0,6944.0,9898.0,65263.0,39442.0,7407.0
MEG_244|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0,0,0,27.0,0,0
MEG_3090|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,416.0,0,0,0,0,0,0,0,0,0,0,0,125.0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074.0,0,0,0,0,0,0,0,149.0,0,2321.0,0,0,0,0,0,0,1317.0,829.0,0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,15996.0,1154.0,0,373.0,0,0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,0,0,0,1231.0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,11472.0,0,683.0,5960.0,13162.0,0,0,0,0,0,0,0,730.0,0,0,0,0,0,0,417.0,448.0,0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,332.0,0,294283.0,57064.0,25710.0,1695.0,273.0,286.0,882.0,0,17759.0,0,359.0,17842.0,8258.0,0,32632.0,30.0,287.0,0,54.0,185164.0,668.0,308.0,251.0,2153.0,58920.0,251.0,184584.0,11522.0,187.0,28730.0,263.0,39652.0,0,111748.0,18124.0,347.0,23379.0,0,311.0,67861.0,202645.0,824.0,4810.0,121575.0,205791.0,0,0,890.0,170323.0,53473.0,240.0,0,6049.0,31631.0,248.0,0,310.0,118938.0,499.0,3540.0,2406.0,153.0
MEG_6548|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_739|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,77.0,220.0,0,0,0,0,0,0,0,0,8.0,9.0,8.0,0,0,0,0,0,0,23.0,0,0,0,0,59.0,13.0,0,0,0,0,0,1304.0,0,0,0,0,953.0,0,0,0,305.0,0,36.0,1358.0,998.0,0,0,0,0,11.0,0,0,16.0,0,0,0,0,0,0,14.0,0,0
MEG_4178|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.0,0,0,0,0,0,0,191.0,0,0,0,0,0,0,1231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0
MEG_311|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,0,0,0,0,0,0,0,158.0,0,0,0,0,0,0,64.0,72.0,0
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7981.0,0,314.0,0,8437.0,0,0,0,0,0,0,0,444.0,0,0,0,0,0,0,0,0,0
MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7608|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,653.0,524.0,523.0,0,0,0,0,0,56.0,0,0,85.0,0,0,342.0,0,0,0,0,496.0,0,0,0,0,76.0,0,1115.0,0,0,626.0,0,131.0,0,350.0,0,0,272.0,0,0,150.0,1264.0,0,67.0,722.0,288.0,0,0,0,730.0,482.0,0,0,82.0,266.0,0,0,0,0,0,0,0,0
MEG_6821|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,264.0,362.0,350.0,0,0,0,0,0,0,0,0,0,0,0,201.0,0,0,0,0,279.0,0,0,0,0,57.0,0,524.0,0,0,298.0,0,68.0,0,178.0,0,0,131.0,0,0,86.0,610.0,0,0,313.0,137.0,0,0,0,364.0,245.0,0,0,0,151.0,0,0,0,0,0,0,0,0
MEG_6171|Drugs|betalactams|Class_A_betalactamases|SCO,0,0,0,0,0,0,0,0,0,0,0,0,147.0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0,98.0,0,1271.0,0,0,0,0,0,0,797.0,340.0,0
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,1391.0,5008.0,19003.0,0,0,0,0,0,0,0,0,919.0,0,0,11721.0,0,0,0,0,17447.0,0,0,0,0,588.0,0,7928.0,0,0,25470.0,0,290.0,0,7552.0,0,0,1274.0,0,0,2698.0,9946.0,0,0,780.0,425.0,0,0,0,3282.0,3882.0,0,0,2546.0,11067.0,0,0,0,0,0,0,0,0
MEG_2143|Metals|Copper_resistance|Copper_resistance_protein|CTPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517.0,0
MEG_1669|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,578.0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,0,0,2894.0,2890.0,12.0,0,10.0,0,10.0,0,0,0,0,40.0,0,0,0,0,0,0,0,344.0,0,0,0,0,1164.0,0,1464.0,0,0,0,0,524.0,0,0,0,0,1085.0,0,0,91.0,3522.0,0,82.0,1260.0,713.0,0,0,14.0,1732.0,228.0,0,0,0,0,0,0,0,0,0,31.0,0,0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,1138.0,1936.0,1240.0,0,0,0,0,0,80.0,0,0,113.0,0,0,1015.0,0,0,0,0,1224.0,0,0,0,0,294.0,0,1579.0,0,0,1763.0,0,311.0,0,684.0,0,0,624.0,0,0,301.0,3256.0,0,180.0,1741.0,946.0,0,0,0,899.0,786.0,0,0,160.0,705.0,0,0,0,0,0,86.0,92.0,0
MEG_2836|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,296.0,0,24134.0,3551.0,1056.0,0,0,64.0,123.0,53.0,6549.0,0,4696.0,4222.0,5310.0,0,29248.0,0,46.0,0,0,83544.0,145.0,0,1076.0,0,1010.0,557.0,70511.0,26036.0,323.0,1054.0,0,12759.0,0,67761.0,20936.0,0,2401.0,67.0,157.0,21194.0,71210.0,0,193135.0,61104.0,21600.0,63.0,0,0,29000.0,2463.0,1934.0,0,222514.0,432.0,92.0,0,177.0,333.0,276.0,109783.0,71990.0,183.0
MEG_7529|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,0,0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_844|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,461.0,248.0,132.0,0,0,0,0,0,87.0,0,10006.0,109.0,0,0,0,0,0,0,0,292.0,0,0,2246.0,0,169.0,640.0,264.0,0,0,0,0,334.0,0,198.0,44.0,0,178.0,0,0,170.0,261.0,0,31166.0,1238.0,722.0,0,0,0,484.0,574.0,2982.0,0,37065.0,25.0,0,0,0,105.0,0,21662.0,11835.0,0
MEG_7351|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1798|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR,0,0,0,0,0,0,0,0,0,0,0,0,592.0,0,0,0,0,0,0,0,0,0,0,0,348.0,0,0,0,0,0,0,0,0,0,333.0,0,0,0,0,0,0,0,0,0,17634.0,0,0,0,257.0,0,0,0,667.0,500.0,24853.0,0,0,0,0,0,0,14830.0,7648.0,0
MEG_4732|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,816.0,0,0,0,0,0,0,0,0,0,0,0,204.0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4836.0,0,0,0,0,0,0,0,253.0,0,5783.0,0,0,0,0,0,0,3003.0,1846.0,0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,14257.0,6629.0,2394.0,17.0,12.0,0,0,0,1493.0,0,6855.0,1130.0,691.0,0,1079.0,0,0,0,0,6366.0,0,0,2041.0,13.0,5705.0,586.0,2154.0,489.0,0,586.0,0,2220.0,0,2382.0,578.0,0,2555.0,0,0,1391.0,6725.0,0,26471.0,6766.0,5069.0,0,0,17.0,1451.0,3266.0,2646.0,0,32085.0,4989.0,0,0,0,4121.0,0,19660.0,9524.0,0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0
MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.0,0,0,0,0,0,0,0,5.0,0,607.0,0,0,0,0,0,0,453.0,340.0,0
MEG_2297|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,33072.0,3017.0,0,949.0,2627.0,0,808.0,0,0,0,0,0,0,0,0,0,0,0,0,1701.0,554.0,916.0,0,0,2950.0,0,924.0,631.0,0,0,446.0,2964.0,0,490.0,0,0,6193.0,0,0,0,45154.0,580.0,106.0,73638.0,49175.0,0,0,921.0,260.0,0,0,0,0,0,0,0,0,0,0,110.0,0,0
MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,0,0,0,0,0,0,0,0,0,154.0,0,0,0,0,0,0,86.0,73.0,0
MEG_6068|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTD,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4839|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,138.0,0,0,0,0,0,0,60.0,0,0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,1540.0,4209.0,2706.0,0,0,0,0,0,188.0,0,28.0,285.0,0,0,1569.0,0,0,0,0,1899.0,0,0,0,0,613.0,0,3516.0,0,0,4525.0,0,657.0,0,1075.0,0,0,1295.0,0,0,691.0,4659.0,0,277.0,2476.0,1179.0,0,0,0,1894.0,2453.0,25.0,0,275.0,1536.0,0,0,0,0,0,163.0,142.0,0
MEG_2193|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,35.0,0,33432.0,6341.0,4145.0,197.0,0,0,33.0,0,1711.0,0,41.0,2332.0,1053.0,0,1934.0,0,0,0,0,56167.0,38.0,0,29.0,72.0,10360.0,0,30854.0,946.0,21.0,3734.0,0,5002.0,0,10119.0,786.0,0,1953.0,0,35.0,8156.0,11141.0,23.0,318.0,6978.0,9823.0,0,0,89.0,12531.0,11566.0,34.0,0,565.0,886.0,38.0,0,58.0,3000.0,135.0,193.0,154.0,0
MEG_2062|Metals|Copper_resistance|Copper_resistance_protein|COPL,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.0,0,0,0,0,0,0,0,27.0,0,685.0,0,0,0,0,0,0,474.0,285.0,0
MEG_1463|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3903|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23776.0,12608.0,0
